headline,content,response,star
A must visit ,A KW staple and a must when visiting. Have always had a good time here. Good live music and friendly service.  Big dance floor area too. Will always return for a drink when in KW.,NA,4.5
This place is a place you have to go to,"That said, I am closer to sixty then fifty and SJ is more for a younger crowd, especially after the sun goes down.  The music is rowdy and the drinks cold.  Everyone has always been friendly.  There is nothing bad about Sloppy Joe's unless you...More",NA,4
Ernest and Frank,"Worth a stop. A great place for a beer, a burger, music and Hemingway memerobilia. Take an hour or two and chill, especially, on a hot humid day.",NA,4.5
Don't miss!,"A staple of the Duval Street bar scene.  Food is good and the drinks are reasonably priced.  Be sure to take in the Pete and Wayne Show, but caution, it's not for kids!",NA,4.5
Yep Sloppy Joes!,"Had to go and am happy we did.  We went for lunch and had drinks and of course ""Sloppy Joe's"".  Can't go to Key West without a visit.  The service is great.. food and drinks are excellent.  Good times!",NA,4.5
St Patrick's day was hopping,"Visited on St Patty's day, had a couple of drinks and nachos, there was a guitar player singing, music playing and fun was had by all.",NA,4.5
Fun place in Key West,"When in Key West,you have to go to Sloppy Joe. Good food, good music, fun atmosphere. The sloppy joes are ok, but the quesadillas are great. Good drink, too. Worth a visit!",NA,4.5
Fun place...great food,"We stopped to buy a t-shirt and stayed for the food, drink, and entertainment.  Ordered a house salad and what I received was huge with exactly the items I wanted in it.  Drink refills kept coming even though we didn't ask for them ( I...More",NA,4
Sloppy Joe's,A trip to Key West is not complete without a trip to Sloppy Joe's.  Enjoyed a nice appetizer of wings and beverages.  The gift shop offers a great variety as well.,NA,4.5
Historic Place,"I wanted to go for years and finally got there. Now I can honestly say, Been there, bought the Tee-shirt. Whoopee!!",NA,3
Fun place with great music and a big dance floor,"Sloppy Joe's is an iconic Key West bar.  I've been on at least three different occasions/trips and it's always been fun.  Great music, live bands, and a large dance floor for those who like to move.  Another plus is that there are plenty of tables/chairs...More",NA,5
Overrated,"When in Key West, you hear alot about Sloppy Joe's. Even at home, I often see people wearing Sloppy Joe's T-shirts. My expectations were high due to all of the hype, but I was rather disappointed. The service was just okay, and the drinks were...More",NA,4.5
It's Sloppy Joes!,"If you're in Key West, you have to go to Sloppy Joe's just because! It's a Key West icon! It's crowded, it's loud and it's everything a Key West bar/restaurant should be. The food is descent, but go for the atmosphere. The gift shop is...More",NA,4
fun restaurant,"After taking the trolley tour around Key West, we decided to eat here since it's one of the ""famous"" spots in Key West.  I had the sloppy Joe and it was very good.  My husband had a burger and said that was also good.  Even...More",NA,4.5
Great place for food and drink!,"My wife and I visited Sloppy Joe's for the first time recently and we had an absolutely great time! 
We went on a Tue and the place was packed, but we found a table. As soon as we sat down, the waitress was there to...More",NA,4.5
Fun place!,Great place to experience a real Key West party!  Great drinks.  Lots of friendly people and the staff was great.  Good variety of beers and special drinks.  Every time we stopped in people were really enjoying themselves.,NA,4.5
Must see!,Fun place.  No trip to Key West would be complete without stopping here. Menu is basically bar food with not a whole lot for vegetarians like me.,NA,4.5
cold beer decent music,Bottled beer serious Bouncers and decent music. Iconic and worth the stop in we drank two and crawled on.,NA,4.5
Okay but only just.......,Fast food in a fun setting. Hundreds of tables serving fried and ordinary food. I regret that I found this to be a notch better than fast food hamburger chain. It safe but not great by any means.,NA,4
Great food and drinks!!,"So, I know this is a tourist trap. With that being said they do have great drinks and by far the best conch fritters I have had (and I've had them a lot of places). The service is always good and it is always crowded....More",NA,4.5
Good hillbilly atmosphere and friendly staff,What a great place to visit wide range of food and drinks lively atmosphere friendly helpful staff whilst we were visiting there was blue grass music playing and groups of customers from all over the world. We were made to feel extremely welcome especially with...More,NA,3
Never got a chance to order,"Went in and place was crazy, to many tables crammed into this small place.  Band was ok but you couldn't talk as they were way to loud.  Waited for a while but never saw a waitress so we left and went some where else to...More",NA,5
Ok experience,Way over-priced. Too crowded and service was poor. Did that...never to return. Definitely a tourist trap.,NA,4.5
"Ok, another tourist trap, but in a good way","Yeah, it is a tourist trap, but at least it is a lively one.  A good place to ask the next table ""where y'all from"".  The food is ok, the beer is cold and they had a pretty good pianist/singer. The crowd is mostly old...More",NA,4
Great Bar and Sloppy Joe's,"It's our second time here for lunch and we will return again.  Sure, it's 85 degrees and the bar is open air, but there's something about hot sloppy joes and cold beers that makes a perfect day.  Yes, it's touristy and always crowded and the...More",NA,4.5
Sloppy Joe's,"Sloppy Joe's is not much to look at, but it has that Hemingway history. I do enjoy a good piano player. But now days I am more of an early bird, so its very good when he does an early bird. I am not big...More",NA,4.5
Best Sloppy Joe,"I will admit, their sloppy joe sandwich is good competition for mine.  Very crowded place and a must go to.  Have live entertainment and friendly wait staff.  they have college banners hanging around and I am happy to say our choice was among them.  If...More",NA,4.5
Fine like Papa Hemingway,"If you are in Key West Sloppy Joes is an absolute must. Once the favorite haunt of Ernest Hemingway  it is a blow through bar with a great view of Duval.  They have a wonderful piano player/singer so sit back, have a cold beer, a...More",NA,4.5
"Fun atmosphere, great for lunch","The sloppy joes are actually very good.  Good service, nice atmosphere.  Rum Runners are a little sweet, but it's a good tourist spot anyway.",NA,4.5
Visit to Mecca,"Leading up to our Florida vacation, I relieved the tedium of our -25 to -32 degree weather by watching Sloppy Joe's Webcam. It was particularly entertaining late at night, as the drunken, overweight, middle-aged tourists undulated on the dance floor and sucked face as closing...More",NA,4
Great live music and a cold beer,Sloppy Joe's is a must-stop when in Key West.  We sat at the bar and had a beer and listened to some great live music.  Didn't have the sloppy joe this time (have had one before and it was great).  Always a fun and diverse...More,NA,4.5
Always a good time,Every year this is our first night stop . Pat Daliy  there again there this year always a great show and good times. After the show stck around for some great dance bands. This is a don't miss even if you just stop in for...More,NA,3
A great place for a beer and some entertainment,"We didn't have dinner here but spent some afternoon time here listening to a band and having a few beers. Very entertaining, a vibrant atmosphere, and quick service. Even though it was plenty hot outside, they had plenty of AC to keep you comfortable.",NA,5
You have got to have the Sloppy Joe and a cold beer.,Great rock band was playing while we enjoyed a world famous sloppy joe and a Key West Ale.  What a great was to take a bight out of our hunger after a fun afternoon in the sun.  You have got to give this a try.,NA,4.5
Would have loved to hear some music!,"On Sunday night we had decided to eat at Sloppy Joe’s.  We had learned about the historical connection to Ernest Hemingway while visiting his home, so we decided to give it a try.  There were some positives about Sloppy Joe’s—historical or traditional Key West location,...More",NA,4
Long black hair in my nachos,My friends and I were on our last day in KW and wanted to check out Sloppy Joe's for lunch to see what it was all about. We found a seat right away even though it was very crowded. We were planning on having a...More,NA,4.5
Depends upon what you're looking for...,"If you're looking for something good to eat, there are far better places to go. If you want to party in a party atmosphere, you've come to the right place.
Don't get me wrong about the food; IT'S A BAR! It's OK, it's fine...
The...More",NA,4.5
Great bar to hang out with friends.,It tends to get really crowded but that is par for the course. Never too hard to get a drink and the bands are usually really good.,NA,4.5
Hemingway's Bar,"A typical looking bar with dollar bills, license plates from various states and hand written info on every surface.  The food was good and plentiful.  The value was equivalent to any bar.  The service was good.",NA,4.5
Stop for a drink.,"We stopped for a drink here because everyone says you have to go to Sloppy Joe's.  It was crowded but we got a table.  Our waitress was friendly and service timely.  Do it, just to do it!",NA,4.5
When in key west,"If you go to key west you must give sloppys' a try,drink,eat, laugh and be merry.Check out (live duval street cam) its 'right outside the bar......enjoy....see you next year sloppy........",NA,4
disappointed,"Have been coming to key west for over 20years and sloppy joes was alway a must, went last night and was disappointed, the food  wasoverpriced for whay you got, the sloppy joe tasted like it was made from manwich and the chili was from a...More",NA,4.5
horrible bar tender,"I went here for the first time ever, went in to sloppy joes for a drink and was blantely ignored by the bar tender. Watched someone order a drink by stepping up on a stand next to the bar, after she stepped down I figured...More",NA,3
Great bar,"Live music, great service, good drinks. Nice sized dance floor and live web cams for your friends not with you to enjoy or envy.",NA,5
Fun place to go,Nice big place. Plenty of seating at multiple bars. Just a real laid back vibe. Good drinks and funny bartenders. As I was sitting there a police horse came walking half way through the door looking for his treat from the bartender. That's something you...More,NA,4.5
Sloppy Joes - Always Entertaining,"Always manage to be in Key West when the entertainers from Put In Bay are in town - LOVE IT.
Pat Daily is a must this weekend, but also caught part of Mike ""Mad Dog"" and WHAT A HOOT!  Was lucky and shared a table...More",NA,4
Wishful flashback,it is what it is.....one looks at the photos and can only wish they were there at that time but that is true about any place you visit with a romantic lifestyle history such as Key West....Duval Street has become a cross between Bourbon Street...More,NA,4.5
Hang with Hemmingway,Stopped in for an early lunch beverage. Got the Sloppy Rita which was great! The atmosphere was fun & light. The history of Hemmingway was really neat and made the stop all worth it. The service was also very friendly and welcoming!,NA,4.5
Touristy but Memories,"We felt that we had to visit this establishment as part of the trip. It is not the original location, but the original Sloppy Joe's nonetheless. We also had to try the sloppy joe. It was terrific, just the way I remember one to taste....More",NA,4.5
Can't go wrong getting 'Sloppy',"Stopped in for lunch and drinks while doing a mini bar crawl of Duval street. Nice, big open air location in the middle of everything. Service was quick and friendly. My wife had a Sloppy Joe, which she raved about, I had a half pound...More",NA,4.5
An icon in Key West,"Home of the original sloppy joe sandwich.  Restaurant and bar were lively with live piano music but finding a seat was difficult.  Sloppy Joe sandwiches were tasty but very light on the beef filling, mostly roll.",NA,4.5
Best Place on Duval Street,"Great food and drinks, a fun atmosphere, and an overall great time! A little expensive, but must go if ever in Key West!",NA,4
Fun atmosphere great drinks hip music,"We went here for drinks and live entertainment and we were not disappointed. The atmosphere was fun and the servers were very attentive. They made me a virgin mojito, great fun and my partner enjoyed their beers on tap.",NA,4.5
Last stop of the day,"Well we head of this place, as a place to see! We did see and stayed for the music.. Oh my!  We were not ready for what was to come.. They were good as far as entertaining, not for young kids ears to hear.. Or...More",NA,3
Casual dining,"The food was good and they had a live band that was good. This is a casual place. Very crowded, loud. It is what it is.",NA,5
"well, they do actually serve food here","but, that's not the reason we usually drop in.....our annual trek to KW is not complete without hitting this place when pat dailey is performing....those who attend his performances shouldn't be classified as groupies, rather, they are appreciative of the musical talents of this long...More",NA,4.5
Good old days. ,"I have been going to Sloppy Joes since the 70's. Then it had a parachute on the ceiling and only the clanking of glass. Over the years it has kept up with the times. This is a new Sloppys, but it in time with today....More",NA,4
Exactly as expected,"We stopped here for a quick lunch before heading back to our cruise ship. We had a quick sloppy joe, and a Greek salad. Both of which were done well. We ordered several cocktails too. Overall the service was excellent and quick. The restaurant had...More",NA,4.5
Loved it!,Huge spot but the service was great. The two guys on stage the afternoon we were there were excellent - great entertainers & hilarious.,NA,4.5
A must place to go!,"Great cocktails, fantastic music,
Had fun with cocktails and music.  Food was average bar food.
But when in Key West a must.",NA,4.5
We don't go for the food.,"Food is your basic bar stuff (for us anyway). This place is always packed though! It is a fun, boisterous crowd and there is usually entertainment. We were there for Pete & Wayne. They are very entertaining but very crude.",NA,4.5
MUST DO!!!,"Great place, super piano player on (even starting @ noon or so). The Sloppy Joe did not disappoint! Okay for kids too, during the day. GREAT DRINKS!",NA,4.5
Slick tourist trap,"There are so many better options. Go around the corner to Capt. Tony's Saloon, on the spot of the original Sloppy Joe's It's much more exciting!",NA,4
"Go for the entertainment, not the food",Came here based on friends recommendations and because this place is Key West. Sloppy joe sandwiches were average. Entertainment was very good. One of the guys is a Cleveland native and living an hour from Cleveland we laughed at everything he talked or sang about...More,NA,4.5
Trip to KW,"Go to KW without a stop at Sloppy Joe's?  Sure, the only thing you'd miss is the good music/entertainment.  A historic site due to past customers, but today it really is just another crowded, overpriced bar with rude, obnoxious customers.

The walk down Duvall is...More",NA,3
Must go!,"Really good food, non-inflated prices with great service and atmosphere.  Fun was had by all that entered - young and old alike! Lunch for 3 was $26.00 and the service was superb.",NA,5
Crowded place with overpriced drinks,"$10 for a small plastic cup of Malibu, OJ and pineapple juice..... Mostly of which was ice. I got the same thing across the street for $4.",NA,4.5
Mood killer!,A group of us went to the keys and decided we were going to have one good night on Duval street so through out the night we would stop in to most of the bars grab a drink and continue walking around and checking things...More,NA,4
Loud and proud,"This place is iconic, although originally in a slightly different location, still one of the best of its kind in town.  Live music most days, and great food and drink.  If you go to Key West, you have to visit this place, its part of...More",NA,4.5
Great atmosphere,"We walked in at 3pm and the place was packed.  Let's call it a mature crowd, but everyone was happy to be there.   You have to seat yourself so it gets competitive. Luckily we nabbed a table fairly quickly. Great drinks and comfort food.   You...More",NA,4.5
Might be cliche but still fun,Had drinks and meal here.  Good service and the band made it a great time.  Sometimes hard to get into but worth it.,NA,4.5
Sloppy Joe's,"Stopped by Sloppy Joe's for lunch & took a seat @ the bar. I  ordered the deliciously huge Sloppy Joes of course & my  husband ordered an amazing burger & we also sampled a few of their local Key West brews! 
The place was busy...More",NA,4.5
"Great entertainment, older crowd","Ok, so we were there at lunch time on a Wednesday, but more than 3/4 of the crowd was over 50 (which happens to be my age group).  Great entertainment by Bob Gatewood who played to the clearly tourist crowd.  Tasty Sloppy Joe sandwiches and...More",NA,4.5
"Presidents'day in Key West, Fl","Is a very nice place that everybody must visit when in Key West. Particularly I stop by every time we go there. Good food, drinks, live music the whole day and the perfect american bar to share at any time.
It remind me the one...More",NA,4
Good food and drinks,"We stopped in for lunch and drinks. There was live music while we were there which was very good. Our server was fast and friendly. I had the sloppy joe, which was very good, and the drinks were also very good. This is not the...More",NA,4.5
Didn't do a thing for me/But the service was fabulous,"Ok - I know most people love this place and will probably disagree with my review.  But I found Sloppy Joe's entirely too touristy, extremely loud (we were there at 3:30 on a Monday afternoon, and some guy was on stage singing cheesy, touristy songs),...More",NA,3
Roadies Not Approved,While most bars will let you walk in with your drink from the last in a plastic cup this bar will not. They are in a great location with live music most nights and it is always a lively bar in the area.,NA,5
Awesome bar!,This is my favorite spot!  The place has Key West written all over it!  Great selection of libations and an always attentive staff.  Cool place to experience!  Be sure to visit if you're ever here.,NA,4.5
Best bar in Key West,"I love this place!! Fun atmosphere. The staff is friendly, the live band kept the crowd laughing, and the birthday dances are hilarious. My drinks were great and the conch fritters were amazzzzing.",NA,4
It's a Bar with Music and Lots of Beer,Very busy and crowded.  People were friendly and everyone was having a good time.  Lots of good beers on tap and several bars around the room.  A must if you are in Key West.,NA,4.5
Good for a drink and time off your feet,"Had a fun time here. They had live musician who was doing requests. Drinks were good. The only food we had was the Conch fritters, skip them. Too big and mushy. Great atmosphere and Key West ambiance. You could waste away in Margaritaville :-)",NA,4.5
The Best Nachos and Black Bean Dip EVER!,"My husband and I had a limited amount of time in Key West as a result of a cruise stop recently and of course, headed straight to Sloppy Joe's due to the ""that's the place to go"".  It was the perfect place to gather our...More",NA,4.5
Love Sloppy Joes,The food is good...not special but good.  I love listening to their live music...especially Pete and Wayne!,NA,4.5
Not the original location but fine,"Key West is full of bars and this one boasts the tie to Ernest Hemingway. Although not the actual bar EH frequented it is spacious and I like the quieter ""back bar"" Joe's Tap Room.",NA,4.5
The name says it all,"This is a great place for trashed tourists.  If you don't like being around trashed tourists, don't go.  If you are a trashed tourist, please stay here...out of the way from the rest of us who want to remember our vacation fun.",NA,4
Good for drinks on a hot day.,"Vibrant ambiance and some lively patrons enjoying the music. We came on a hot day and was grateful for blasting air-conditioning. Waiters were fast & attentive. We liked the beverages but food was typical bar food, fried seafood and served with salad. Nothing memorable.",NA,4.5
A classic fun place,Key west and Sloppy Joes just go together.  It was our first time in KW and we had just seen the sunset at Malloray Square.  We stop in sloppy joes for a drink and a great jazz/hockey tonk band was playing. We had a couple...More,NA,3
Best Sloppy Joe sandwich ever!,My cousin and I visited Sloppy Joe's to soak in a little of Hemingway's favorite watering hole.  We each had a drink and Sloppy Joe sandwich while doing the Duval crawl.  My cousin had a Sloppy Mojito which she said was excellent. I had a...More,NA,5
Taking a pub crawal?,This is a must if you're interested in a typical local saloon.  The history behind this establishment is worth the visit,NA,4.5
Why is this so highly rated?,"Authentic feel, average food, great music, average drinks, pricey.  But hey, they're a genuine tourist attraction.",NA,4
Cool and Historic,"Stopped in for a drink and had the Sloppy Rita! Great margarita and the chips and salsa were nice too, served with a black bean dipping sauce as well. The atmosphere is very cool with an old Key West vibe. Live music at 11am! Happy...More",NA,4.5
A must see iconic bar.,"A great bar in downtown Duval Street. Legend has it that it was Ernest Hemingway's hang out. Very busy but for a late night (doesn't close till 4 AM). Great place for a nightcap when doing the Duval crawl. Lots of memorabilia on the walls,...More",NA,4.5
Very Busy,"Went to this historic night club February 5, 2015. It was hopping, probably the busiest on Duval Street. The crowd over flowed onto sidewalk. This is a place that Earnst Hemmingway visited.",NA,4.5
WEBCAM FUN!,My husband and I got married down in Key West and before we had arrived we made plans with our family to see us on the Web Cam located at Sloppy Joe's for a specific date and time. When we came on the designated day...More,NA,4.5
Iconic Bar on Duval,"Okay, this is one of those places that you are supposed to check out when in Key West and it verges on the way too touristy, but we had a couple of good drinks and very good smoked fish dip here late one afternoon. Go...More",NA,4.5
Tourist trap,"While we thoroughly enjoyed our brief visit in Key West overall, I felt that Sloppy Joe's, which had some great ambiance, was an overpriced tourist stop with average food. My advice, sit at the bar, have a drink and eat lunch aboard the cruise ship.",NA,4
Good downtown bar for a drink,"Pub with food, live music. Typical downtown drinking house for a night out. There's always one pub that pulls the crowds and this seems to be it. Can't comment on the food. Was too busy to consider eating there",NA,4.5
Great Atmosphere and Good Music,"Sloppy Joe's is an open air restaurant that was once frequented by Ernest Hemingway. So, there are photos of Hemingway,  everywhere. The service is terrific considering the place is packed and people move in and out quickly. Food is good-a little expensive,though.  Drinks aren't cheap...More",NA,3
Average - but great history.,"OK, we bought into the hype and had lunch at Sloppy Joe's.  Clearly this wasn't one of my favorite meals, but the sloppy joe and sloppy margarita were both good.  Unfortunately, they are also priced for the history and the hype, so I didn't feel...More",NA,5
Good atmosphere,"It was just regular bar food, we had a philly cheese sandwich. It was good. The atmosphere was good.",NA,4.5
"Decent food, fun entertainment","Good chow, funny and talented musicians, good atmosphere.  Recommend if you are watching the sunset, get there just as soon as the sunset ends or end up wandering aimlessly inside looking for a table.  Good prices, easy to find.",NA,4
You have to love it!,So touristic and still so genuine. If your in KW you have to visit it. First time I was here was in 79. Not much has changed. Good music and finger food. The margauritas are cold and generous. A must,NA,4.5
Have to stop!,"This is one of the places  you have to come in and get a drink, depending on your age is what time you visit. We stopped in and had Rum Runners and Conch Fritters. The Rum Runners were out of a machine But the Conch...More",NA,4.5
A must in Key West,"This bar has a long history and pictures on the wall where you can spend countless minutes viewing them. Great menu and good service. They have entertainment although we were not there when is was on, but it must be good because the drummer sits...More",NA,4.5
a crowd pleaser,not only was the food and service good...the fact that hemingway wrote novels there made my experience more enjoyable. the band that night was a riot and there were people dancing. good place and will make another round when down there again.,NA,4.5
MUST SEE,Anyone visiting Key West must stop in for a least a drink. Its HARD to leave. The atmosphere is what Key West is all about. You will meet GREAT people from all over the world. Great live music and on a busy night the energy...More,NA,4.5
If you go to Key West you have to go here,We just liked being there!! The music is fun the service was great...Jenny was so cheerful even though it was very busy..,NA,4
SLOPPY JOE'S SLOPPY  SANDWICH,"The sandwich sloppy joes was nothing to talk about ,,came with fries cold. sandwich was small, music was less than average and the drinks were average priced. It was load and crowded. If you like average restaurants like Applebee's ,tgi Fridays and other chain restaurant...More",NA,4.5
"Frozen drinks,frozen onion rings","Loud,but not very good band. Watch out for the ""pirate"" out front (maybe a freelancer not connected other than sharing their common sidewalk),who should be discouraged by management.",NA,3
Joe's Tap Room,"Sloppy Joe's is a must stop - at least for the first time KW visitor.  Get there before it's too crowded, get a drink and look at all the history.  If loud, crowded bars are not your thing, however, head to one of my favorite...More",NA,5
Better take ear plugs,"Wanted to visit this iconic spot on visit to Key West.  It was impossible to hear or be heard at table farthest removed from stage.  Food was good, service was good, but not forget having a conversation with anyone else at your table",NA,4.5
One of the Must-dos in Key West!,"Hemingway hangout - great bar - great music - great beer selection. We had the original Sloppy Joes and they were about what you would expect in a Sloppy Joe! Not gourmet, buy hey, its a bar!! Glad we did it. Go for lunch and...More",NA,4
Great food and drinks; a bit loud,"I was very excited to visit Sloppy Joe's, both for the food and for the history of the place. I love sloppy joe sandwiches but I never make them because my husband hates them. I had read other reviews that said their sandwiches weren't that...More",NA,4.5
Fun Place with History,Stopped here to visit while on cruise. A lot of history. Sloppy Joes has a history with military and that can be seen by seeing all of the military photos from all branches of service and banners hanging from the rafters Bartender noticed my Marine...More,NA,4.5
Got to go!,"Went because of the historical connection like so many others but I was pleasantly surprised.  The food was very good, the service was great, and entertainment was superb.  Definitely worth a stop while in the Conch Republic.",NA,4.5
Just ok,"Visited while on a carnival cruise. Heard about the ""world famous"" sloppy joes. Nothing to rave about. The crab cakes were really good. Great atmosphere, fast service.",NA,4.5
Great atmosphere,"Don't miss this place, fantastic atmosphere with reasonable prices for its location in Duval st.
Usually packed sold on the weekends, but don't miss it. Great live entertainment. Food looked good but didn't eat there.",NA,4.5
Fantastic. . . for what it is,"We spent two nights at Sloppy Joe's with their wonderful dance band and had a blast.  The place is dingy, somewhat dirty and has a ton of character.  Sure, it is a tourist trap, but for Duval Street, it is a must see/do and go...More",NA,4
Conch Republic's Holy Ground,"Most everyone who's ever watched a travel show has heard of Sloppy Joes in Key West. Forget ""tourist trap"" or "" been there, done that "". This place is the real deal! We were there in January, so the weather was great and the doors...More",NA,4.5
Great Food ~ Reasonable Price,"Food was Great and reasonably priced, Live music (a little too loud to talk at your table) but overall great experience.",NA,3
it's a namesake like cheesesteaks in philly,you go to Philly and try a cheesesteak....you go to key west and you gotta stop at sloppy joes...both are very dissapointing  just another over hyped visit,NA,5
Amazing love music,We went here for drinks and loved the live music and atmosphere. Must see when visiting Key West along with the other bars.,NA,4.5
A Key West Landmark,"Stopped in for lunch for our first day cause we were told we must. I think this is grossly over-rated. The mainstay is a sloppy-joe sandwich, which we had, and food as well as art is subjective, but nothing worth walking across the street for....More",NA,4
Good bar well worth a visit,"We were in Key West so I had to stop in Sloppy Joe's.  Despite living in Florida for 15 years, I had never been to Key West.
I had good fun in the bar.  It is a nice bar that is very busy with good...More",NA,4.5
Iconic,"Great service, fun atmosphere.  live music,  the classic Sloppy Joes all make for a perfect afternoon on Key West.",NA,4.5
"""Good service, good time"", not the best for families","I am VERY open with my kids, and had a good time, but was still shocked with the adult atmosphere of this place.   Music is catered to adults, and this is a bar.  Great food, and great service, just beware if your not open to...More",NA,4.5
Great lunch in Key West!,We had a great lunch here...large portions!  The entertainment was awesome and great drinks!  This was the first place we went to as we arrived in Key West!,NA,4.5
The flavor of Key West,"Probably the best-known bar in Key West. Located a couple of blocks from the foot of Duval, it's probably not the fanciest place you've ever been in, but it's great fun, the food and drinks are good and reasonably priced, and there is live music...More",NA,4.5
Great local spot!,"Fun landmark!  Great location on Duval St.  Fun people, good food and drinks!  The french fry, sloppy joe with cheese on top appetizer is really yummy!  Enjoy!",NA,4
A local and historical watering hole,"A little long in the tooth, but since Hemingway frequented this pub, I felt compelled to visit. It was loud, obnoxiously so and the food was tolerable at best. Go if you must, but do not feel you have missed anything if you don't!",NA,4.5
Key West landmark,"If you're in Key West, check out Sloppy Joe's. You won't be disappointed. They have a full menu, cold drinks, and live music. It's a happening place and a Key West ""landmark"" for boaters and others. Excellent location on Duvall Street. The service and prices...More",NA,3
Dancing Queens this is the place!,"Great place to dance to live bands, dance alone or with someone, very loud so wear ear plugs, great drinks and people watch, open late too!",NA,5
Great music!,Listen to the act on Thursday-sunday night (not a show for children).  They start at 5:30 so go early to make sure you can have a seat to eat!,NA,4.5
One Time Stop,"A place to check out because of its reputation.  Once is enough.  So loud you may as well go by yourself, you can't carry on a conversation.  Service is nothing special.  The food, Sloppy Joe, is average at best.  Been there with no plans to...More",NA,4
Great atmopshere,"Went here in search of a Hemmingway artifact that our son was looking for and found it on the wall. There was a great band, and the drinks were great. The food was typical bar food. Good place to start or end your evening!",NA,4.5
A Fun Must!,"The live music drew us in, it's a seat yourself type of place, so you might need to walk around to find a spot.  Had the Sloppy Joe Sandwich which was fantastic!  Along with a few adult drinks, people watching & the band was great...More",NA,4.5
"Friendly staff, hopping place","On a Sunday afternoon with two cruise ships at the dock, this place was hopping. A Jerry Lee Lewis style piano player was banging out the music and every table was filled at 1:00 pm. You don't go to a honky tonk for haute cusine,...More",NA,4.5
Favorite Afternoon Rest Stop,"We only go to Sloppy Joe's in the afternoon because that's when they have entertainers that we can enjoy.  At night, the screaming bands just don't appeal to us.  The beer is cold and the mixed drinks are competent.  Their retail shop is a favorite...More",NA,4.5
If you only have time for Duval St,This place is a sort of institution but there are so many really nice places that I would only go here if my time was limited. It is loud and at times extremely crowded. Food okay for what it is. I think young people would...More,NA,4.5
Eat the sloppy joe!,"So, after drinking margaritas at the Bull, we wandered to Sloppy Joes. What a happening place on a Sunday afternoon. We found two seats at the bar together, and could barely talk over the music and noise.. that's not a bad thing.. it was fun...More",NA,4
Fun Place,"The show is very entertaining.  It is a bit vulgar, so taking children is not recommended.  The food is decent but not great, however, the entertainment is well worth the visit.",NA,4.5
Must go,"Very traditional bar. Great music, great drinks, nice snacks, fun environment! If you're in Key West, you should go there!",NA,3
Overpriced and crowded.,"Our three visits here were all dissappointing. The drinks were RIDICULOUSLY priced, it was elbow to elbow (during the day), and our bartender kept leaving the bar for long periods of time. When he was behind the bar he was rude and unfriendly. The staff...More",NA,5
Great atmosphere!!,Great atmosphere and the bands are awesome!! Must visit when in Key West! Awesome selection of beers. Sloppy Joe's were very good.,NA,4.5
It's A Must,We had lunch here twice and loved it! The staff is very attentive and nice. You must try the frozen margaritas!,NA,4
A Must,"The place is as you would expect it. It has character, loud and authentic. You could almost see Hemingway sitting at the bar. We had the Sloppy Joe. It was fantastic. I would definitely go again.",NA,4.5
I think it is a requirement,"""Everyone"" says you have to go to Sloppy Joes.  Maybe this is a rule. So we stopped in mid afternoon for a drink. No band, not insanely busy, so we sat at the main bar and had drinks only, so I can't comment on the...More",NA,4.5
Sloppy Joes,We ate here on a quick trip to Key West.  It is a historical bar where Ernest Hemingway hung out and did some of his writing.  We had their original Sloppy Joe which was very good.  It was a good sized portion.  We ordered one...More,NA,4.5
Top Contributor - honest review.,"Bit of a 'tourist' trap in the middle of Key West, but we had a couple of good beers, a 'sloppy Joe sandwich' and great service / entertainment so worth a visit - if you can find a spot on a rainy day!",NA,4.5
Just to say you've been there,"We went because its almost a requirement for newbies to Key West. I was very disappointed with the service, which was almost non-existent. One of the waitresses was only interested in watching the band. We were going to eat there but decided to leave after...More",NA,4.5
My Favorite place to eat in Key West,This place has a great type of  happy ambiance about it. The service is great and with a smile and I loved the food. Nothing more to say...well even if it is a chain restaurant.... it's full of nostalgia and fun while having great food.,NA,4
Food OK but atmosphere iconic,Sloppy Joe's is a landmark in Key West and it has a great buzz about it. Come for the drinks and the music. The food is just OK. Overpriced but consider it all a part of the experience.,NA,4.5
Very Simply Put....,There is no lunch spot on the face of the earth where I enjoy having a sandwich and a Stella Artois more than Sloppy's.,NA,3
Great Live Music...,"The drinks are good and the Sloppy Joe sandwich is the BEST!!
All of our food was good! We had a great time listening to the bands, and just hanging out! Our first time to catch the Hemingway Contest....FUN TIMES!!!!!",NA,5
"Yup,it's a tourist trap!","Just one of those places you gotta visit. Not much Hemingway history here, just a busy tourist bar full of people having fun. The best thing about our visit was the lunatic duo onstage playing their own bawdy songs and some crazy renditions of Neil...More",NA,4.5
The tourist trap place to go,"This is the must go place on the island.  Just anybody.  And everybody.  They'll tell you.  Because of that fact, this place is always crowded and loud.  That also means there is always something going on also.  I have actually been here multiple times and...More",NA,4
Must See,"If you are in Key West, Sloppy Joe's is a must!  This place is definitely a fun place to listen to bands or singers.  We spent a few hours there on Christmas Eve listening to an excellent solo artist and waiting out a pouring rain...More",NA,4.5
$$$$$$$,"Wife and I stopped for some lunch, it was packed just because of the name thing, had a sloppyrita and conch chowder. Nothing to brag about and probably won't go back, it's famous so for to go once!",NA,4.5
A neat piece of history!,"This was a fun stop on our day in Key West.  The only problem was that it is seat yourself so we hovered around waiting for a table.

Our family of 5 found a table and had a nice quick meal.  My husband ate the...More",NA,4.5
