headline,content,response,star
Delicious Dining Experience,"Asked for several recommendations for where to eat with two kids and everyone mentioned fast food, but one guy told us that the burgers were the best to be had downtown. Family of four, arrived before the dining room opened and we were greeted and...More","Hi April,

That's awesome! I'll be sure to show Ms. Casey your positive review about her! Glad to hear we lived up to the word around town. Thanks for coming, and we hope we can see you again sometime!

Nathan",5
Great food..,"On a business trip visited with a group of 9, sat quickly, ordered drinks right away. I ordered the bacon burger with a shock top came with fries. Cooked to my request beer was cold service was fast and courteous. Would definitely visit again highly...More","Hi Mark,

Glad to hear that we could take care of your party, and that you had such a nice experience! Thanks for coming, and for taking the time to review and recommend us so highly. That's awesome. Hope we can see you again soon!...More",4.5
Southern Bell,"Stopped in this place looking for a great burger for lunch and was not disappointed. They had a great selection and I wanted to try 3 of them but settled on the Southern Bell. Fried green tomatoes, pimiento cheese and remoulade sauce, not something you...More","Hi Jackie,

Thanks for coming and for taking the time to review and recommend us! I'm glad you enjoyed your Southern Belle Burger while visiting down here. It's great to hear a traveller's positive review. Hope we can see you again sometime!

Nathan",3.5
Best burgers in Kentucky!,"We dined on a Sunday night. This place is so popular it was packed. I had the vegetarian burger lathered in picked cabbage and served with crisp sweet potato fries. Our friend a the ""Local"" and said it was perfect. His was served with fingerling...More","Hi Jayhawk,

That's awesome! It's great to hear that you enjoyed everything! Thanks for coming, and we hope to see you again soon!

Nathan",4.5
The Burger is One of the Best,"The menu features numerous burger options and each that I have tried has been superb!  Great décor, upscale atmosphere and wine list too!","Hi Cindy,

Thanks for coming, I'm glad to hear you've enjoyed everything during your dining experiences with us! Thanks for taking the time to review and recommend us. Hope we see you again soon!

Nathan",4
A good hamburger but slow service,If you are looking for a good hamburger at downtown prices this a good choice.  Just allow plenty of time as the service has been rather slow during my many visits.  The background music is usually too loud but they will turn it down if...More,"Hi Estes,

Thanks for coming and for taking the time to review and recommend us. I'm glad to hear that you have enjoyed the food. I'm sorry about the slow service you had during your experiences. That's disappointing. I'll show your review to our staff...More",4
Very nice food and atmosphere at this place.,"The food was very good with nice flavour so that part was a winner, but the portions are tiny, which means that it's leaning more towards fancy and you will be either broke or hungry when you leave this place, but I did enjoy it....More",NA,5
A fun Saturday,We had a great dinner and the burgers were fantastic.  It was nice to try one of their signature drinks before getting it.  The service was very attentive and really knew the menu.  We will be back to eat next time we are in town.,"Hi Kathy,

Thanks for coming, glad to hear you liked everything. I appreciate that you took the time to review and recommend us! Happy to hear the service was good too. Hope we see you again soon!

Thanks,

Nathan",4.5
Cubano Burger!,This was a departure stop on my way to the airport. The waiter was very friendly and knowledgeable of the menu. I chose the Cubano Burger. My burger was huge and the sweet potato fries were accompanied by a smoky pineapple sauce that was absolutely...More,"Hi Delsia,

Thanks for coming Delsia! I'm glad you enjoyed the food and service, and thanks for reviewing and recommending us! I love the smoked pineapple sauce too!
 
Hope we can see you again soon! 

Thanks,

Nathan",4.5
Mussels and Burgers Both Great,"Family met here for dinner. Had to wait 45 minutes for tables. Mussels were outstanding and recommend the white wine sauce preparation. Too many variations on burgers. Traditional burger was best, but CEO also tasty. For Gras was really good.More","Hi James,

I'm glad you enjoyed everything and decided that it was worth the wait! Sounds like you got to try mussels and a burger, that's awesome! Thanks for coming and for taking the time to review and recommend us! Hope we get to see...More",4.5
Birthday dinner,Great evening celebrating my birthday with family. The burgers and mussels were delicious. Service was outstanding.More,"Hi Judy!

Happy Birthday! It's awesome you chose to celebrate at our restaurant, and I'm so happy you had a good experience! That's great! Thanks for coming and for taking the time to write a review and for recommending us! Hope we get to see...More",5
Great Food in Louisville,"Excellent lunch-we had mussels as an appetizer.  The sauce was delicious.  The burgers were huge, juicy, and perfect.  The decor is beautiful.  The location is perfect for anybody visiting the attractions on museum row.","Hi!

Happy to hear that you enjoyed everything when you came! Thanks for taking the time to review and recommend us too! Hope we get to see you again soon!

Thanks,

Nathan",4.5
Best burger I have ever had!,"Had the best burger I have ever had. It is a gourmet burger. We had terry as a waiter and he was awesome! On e burger came out over cooked but they had a new one out within minutes, and then gave it to us...More","Hi Jared,

That's awesome sir! I'm glad you guys enjoyed everything so much, and appreciate the understanding with the overcooked Chorizo burger we sent out! You guys were a pleasure to serve, and we hope you'll come back again! I'll be showing this review to...More",3.5
This place does it right!,Great job here. Very good bourbon selection. The mussels make a great appetizer. The burgers were great. Service was excellent as well.,"Hi!

Thanks for coming and for taking the time to review and recommend us! I'm happy to hear that you enjoyed everything so much! We will be getting the bourbon selection printed on our menus soon, so it'll make shopping even more fun!

Thanks,

Nathan",4.5
Everything was great,"We had reservations elsewhere at a fancier place across town but cancelled them after seeing this place a block from our hotel and after reading its great reviews. We made the right choice. We had mussels with blue cheese beer pancetta sauce, served with yummy...More","Hey Alison,

That's an awesome review, I love reading it and am going to show it to our staff today. I love your remarks about the service and food, and can't thank you enough for coming and for taking the time to write a review...More",4
"Cannot recommend, especially when price is considered","The interior space is nice, and staff friendly - would probably be fine for just beverages. Started with mussel appetizer. Mussels were dinky but fresh and no grit. Ordered: ""Moules Basquaise - Chorizo, olive oil, lobster sofrito broth, piquillo peppers, Piment d’Espelette, onions."" Tasted like...More","Hi Steve,

I'm sorry about the experience you had Steve. We want everyone to have an awesome time here. We work and train for it. But everyone is different and enjoys different things. The Argentinian Burger is one of our most popular items. It was...More",4
Here's the Beef!,"Stopped with the family for dinner on a recent business trip to Louisville.   All of us ordered different burgers.  Absolutely worth it!  I had the Spanish Blue, others had: Bacon Breakfast Burger (complete with a sunny-side up egg and a maple syrup aioli), Southern Belle...More","Hi Phil,

I'm so happy to hear about your experience. I'm glad you enjoyed everything, and it's great to know that even after a mistake you left satisfied. Thank you for coming, and for taking the time to write a review and recommend us. Hope...More",5
Amazing ,Took my daughter and grandsons here for lunch during a little weekend getaway and it was amazing. We loved the atmosphere (even with a 3 and a 1 year old). The service was great and the food was even better. I tend to ask our...More,"Hi Donna,

That's great! Happy to hear how much you enjoyed everything. Thanks for coming and for taking the time to review and recommend us. Come back and see us again soon!

Thanks,

Nathan",4.5
Gourmet Burgets,Great variety of gourmet burgers for all tastes. The building is cool and well decorated. I ate the Argentinian burget and it was delicious. Prices on the high side but sizes are big enough for big appetites. I recommend,"Hi Marcelo,

Happy to hear you liked the food and building! The Argentinian burger is super popular so it's good to hear some good feedback about it. Thanks for taking the time to review and recommend us! Hope we see you again soon.

Thanks,

Nathan",4.5
Great place pre-show meal,Went pre-show with a large group. Burgers are the best! One vegetarian in our group said the vegetarian burger was also great. Kids all happy with their meals. Easy walk to Kentucky center.,"Hi Meredith,

Happy to hear you enjoyed everything before your show. Thanks, for taking the time to review and recommend us. Glad your vegetarian friend like our Veggie Burger, I think it's great too! Hope we see you again soon!

Thanks,

Nathan",4.5
Quick Delicious Lunch! An Amazing Surprise.,"This place was recommended to us by the gal in the Louisville Slugger gift shop. 
SOOOO glad we went. It was amazing. We were seated right away. The restaurant was super clean and the service was very fast. 

TIP: highly recommend The Short Rib Nachos!!!","Thanks Chris! 

Those nachos are our most popular appetizer! Glad you liked everything, and hope we see you again soon!

Thanks,

Nathan",5
Quick Lunch! Delicious!!,This place is excellent. Very good food and great service!! Cannot day enough good things. Burger was fresh and cooked just right. Truffle fries were perfect. Just an all around perfect experience!! Will be back!!,"Hi!

Thank you for coming and for taking the time to review and recommend us! Really excited to hear that you enjoyed everything so much, that's awesome! Hope we see you again soon!

Thanks,

Nathan",4.5
BBB+: Building Better Burgers +!,"We were invited to Mussel and Burger Bar by a 'native' of Louisville, and were thrilled for the chance to experience it. The menu is wonderful with great ingenuity and creativeness in its preparations. The truffle fries were steak fries on steroids, like a russet...More","Hey,

Thanks for coming and for taking the time to review and recommend us! Glad we got the opportunity to serve you while you were in town. Sounds like you liked everything, so that's awesome.

Thanks,

Nathan",3.5
Dinner,"We stopped in for dinner after visiting the Science Center.  Service was great, our server (Eric) was very attentive.  We had the Greek Mussels,  Yum. My husband and I shared the local burger which was cooked perfectly.  We will recommend this highly. Thank youMore","Hi Jim,

Thank you for coming and for taking the time to review and recommend us! That's awesome, I'm glad you enjoyed everything so much. Those Greek Mussels are super delicious, happy to hear you liked them. I'll be sure to tell Eric how much...More",4.5
Great Saturday Lunch!,"We visited here on a Saturday for lunch with out of town friends. Had a fabulous lunch and drinks. We had the BBB, the bleu cheese burger, and the Adirondack. Great meals. Great Service.","Hey!

Thanks for coming and for showing us to your friends! Happy to hear that everyone enjoyed everything. Thanks for coming!

Thanks,
Nathan",4
Wonderful ,Me and the wife stopped in for a few drinks and dinner before basketball game. Absolutely awesome. Great beer selection and the burgers are great. You have to get the stuffed dates. It's a must,"Hi Michael,

Thank you sir for stopping by, awesome to hear that you had a great time! Thanks for reviewing us, and recommending the Dates in a blanket - it's one of our most popular appetizers. Hope we'll see you again soon!

Nathan",4
"Simple, but beautiful","There is not one thing to dislike about this place, unless you are not human. The food is amazing...doesn't matter if you are just there for an appetizer or for the meal. The selection of adult beverages is extensive and the wait staff, bar staff...More","Hi Candice,

Thank you so much for the kind review about our place and staff. Really makes me happy to hear that last part about the staff being so wonderful. Thanks for taking the time to review and recommend us! Hope we see you again...More",5
Dinner on a Friday night ,"Service was excellent. Waiter was knowledgeable and patient with questions. I had seafood burger was very tasty, it comes on a pretzel roll which I found to be way too much bread. The pomme fritte are awesome! Not a fan of their margarita, was bitter....More","Hi Nancy,

Thanks for coming and for taking the time to review and recommend us! Glad you liked the Seafood burger, I love that one. It's like a giant crab cake burger! Sorry you didn't like the margarita, hopefully we were able to get you...More",4.5
Worth every penny!,"So the atmosphere was great, service was great, food was amazing! A bit pricey but it's worth every penny! I got the Spanish bleu and a bourbon brew, followed by an flourless tart with coffee ice cream and candied almonds for dessert to go! All...More","Hey Nikki,

That's great to hear! Happy you enjoyed everything so much, and thanks for taking the time to review and recommend us! Hope we can see you again soon!

Thanks,
Nathan",4.5
Mussels and burgers were great,"We came here for lunch after touring the Louisville Slugger Factory, and we were greeted warmly by the front desk and seated immediately. Out waiter was attentive and repeatedly went out of his way to take care of my allergies, which can be difficult.

I...More","Hey Paul,

Happy to hear we took care of you, and that you didn't wind up in the hospital! I'll be sure to tell Dylan about the review, and your gratitude. Thanks for coming and for taking the time to review and recommend us! 

Hope...More",4.5
Outstanding ,"In Louisville KY for the holiday we walked the short distance from our hotel. In spite of the chilly weather and rain outside we we quickly greeted by our server, Kate. 

We started dinner with a Markers Mark Old Fashion which was expertly prepared. Asking...More","That's awesome! I'll be showing this review to Kate! We're happy that you enjoyed everything, and hope we see you again soon!

Thanks,
Nathan",5
Hidden Gem,This is a Louisville secret. We walked in and were greeted with a great associate.  Ask for Kate and Joe.  Kate is an asset to the establishment.  She listens to what you like and offers great suggestions some you didn't know you would try.  With...More,"Hi Circuitboy75!

Thank you so much for taking the time you review and recommend us! It's great to hear about such an awesome experience. All of the dishes you had are very popular, and favorites among the staff, so it's nice to hear that you...More",4.5
Good Waitress and Burger,We started with the short rib nachos  which were outstanding. Our waitress kept coming back to see if we were ok and kept refills coming. The glasses were in Ball glass jars which gave a rustic southern feel. I had the bacon burger with blue...More,"Hey Will,

Thanks for coming and for taking the time to review and recommend us! Sorry about the overcooked burger, just know that if it ever happens again we are always ready to get you another burger cooked correctly! Glad to hear you enjoyed the...More",3.5
Excellent food ,This was my 1st time at the downtown location and the standard of quality is on par with thier East End location.  6 if us went for dinner before a show at the KY Center. We started with the Mac&Cheese to share and it was...More,"Hi Tanya,

Thank you for coming to try the downtown location and for supporting our little company!
I'm happy to hear that you enjoyed everything, and appreciate you taking the time to share your review and recommendations! Hope you consider us next time you take...More",4.5
great find,We happened upon this place and we were very happy we did. Good whiskey selection and awesome burgers. One of the best burgers I've eaten anywhere. Creative burger selections and cooked perfectly. Staff very friendly and they want you to be pleased.,"Hey Andrew,

Glad you found us and came! Happy to hear that you had such a great experience, and we hope to see you again soon!

Thanks,
Nathan",4
Mussel & Burger bar,"This place is located directly across the street from the 21C hotel where we stayed. We went there one night for a drink and food. Everything we tried was very good, and reasonably priced.","Hi Charles,

Thank you for visiting and for taking the time to review and recommend us. Hope we will see you again sometime!

Thanks,
Nathan",4
Best burger,"We had the bbq rib nachos, and they were fantastic. Our burgers were perfect and very large, too! Great atmosphere.","Hi Lisa,


Thanks for coming and for recommending us. Glad to hear you liked the Short Rib Nachos, those are our most popular appetizer! Hope we see you again soon!

Thanks,
Nathan",5
Out of towners - Went back twice!,"We were only in Louisville for 5 nights and went back to this place a second time because the mussels were so good.  The very unusual combination was at first unappealing to me, but my husband loves mussels, so we went.  He and our friend...More","Hi 48Buddy,

That's awesome - Awesome that you came twice during your visit to Louisville. I'm glad to hear that you enjoyed everything so much. Thank you for coming and for taking your time to make a review and recommend us!

Nathan",4.5
Mussels are Excellent!,"We really enjoyed our visit to Mussel & Burger Bar Downtown.  We tried the Meunière and the Mexican Pozole Mussels.  Both were excellent!  I could have drank the sauce on the Meunière, but I refrained. The Mexican Pozole were a bit spicy, but I love...More","Thanks Heather!

Glad you came, and thanks for taking the time to review and recommend us. The mussels are awesome and we have 6 flavors for you to work your way through!

Thanks,
Nathan",4.5
Swing by,"Great little atmosphere to grab a drink.  Quite pricey on the food for what you get.  Opted to grab an appetizer and bolt to another venue due to the pricing.  Not very many people there for a Saturday night, but can see why.More","Hi Amy Zach,

Sorry we couldn't give you a better dinner experience. I know last night we were slower than our normal Saturday dinners. I think it was because of the Halloween weekend.  The prices are higher than most other Burger restaurants mostly because of...More",4.5
Wow flavor.,Went there for lunch and had the BBB burger no bun. The burger and sweet potato fries was awesome!!!! Only wish they offered a gluten free bun. Great service at the bar. Good selection of bottled beer.More,"Hi Ramos,

Thanks for coming, glad to hear you enjoyed everything. Thanks for taking the time to write a review and recommend us. We always invite those with gluten allergies to bring their own buns if they'd like. We can toast them for you!

Thanks,...More",5
Great Burgers and Chicken.  Very Overpriced!,Had a quick dinner with some workmates.  Nice atmosphere in a progressive downtown Louisville arts and bourbon district.  I had the grilled chicken sandwich with fresh grilled green beans @$13.75 which wasn't bad but $12 for a Woodford on the rocks was ouch!  But the...More,"Hi Jadams,

Thanks for coming and taking your time to write a review. Happy to hear that you enjoyed the atmosphere, food, and service. I'll have to look into bar pricings for you!

Nathan",4.5
Great joint needs management direction.,"Took visitor to Louisville here for lunch after bragging about it for an hour.  Service has slipped, for one, the wrong dish was brought to the table, had to wait until the correct one was prepared and it was not up to the usual standard....More","Hey Gene,

I'm sorry for the slip up with your order, and that the items that you did receive weren't up to our normal standards. I've shown this review to our Executive Chef here, and we'll make sure to refocus and make your next experience...More",3.5
Outstanding Burgers and Mussels,My husband and our friend both tried burgers (the BBB and the Mediterranean) and they both basically ate every crumb! My husband says the BBB was probably the best burger he's ever eaten anywhere! I had the Meunière mussels and they were so delectable I...More,NA,4.5
Great place to watch the game,Came in here to grab some beers and watch football on a Saturday afternoon. Great beer list and cocktail list. Bartender gave us free mussels which were very tasty.,"Thanks Wgrussel,

Glad you came in and happy to hear you got to try some beers and mussels and liked them. Happy to hear you had a nice experience! Thanks for visiting and for taking your time to recommend us!

Nathan",4
Great for lunch,"This restaurant was directly across the street from our hotel.   There was a large group of us and we were all satisfied with the service, food and drinks.  It was great to be able to have a delicious light lunch close by to our hotel....More","Blue cheese, Beer, and Pancetta mussels.. Yum!! Glad you liked them, and glad you had a nice lunch experience. Thanks for taking the time to recommend us, really appreciate that!

See you next time,

Nathan",4
Classy with a casual atmosphere!,"We stumbled on Mussel & Burger Bar Downtown after the Louisville Slugger Museum and Factory Tour.  We walked in and were immediately impressed.  Greeted with a friendly hello with a suggestion to eat on their patio.  That was a home run, it was beautiful day...More","Thank you for your awesome review and recommendations. Glad you enjoyed your experience on our patio. The veggie burger is probably the best I've ever had, so happy to hear about that in a review. 
Thank you, and hope we see you again soon!

Nathan",5
Pleasant Surprise,"After visiting the Louisville Slugger Museum and Factory, we needed to grab a quick lunch nearby to get back on the road.  Burgers sounded good, and while it's a little pricey for a quick family lunch, it's WELL worth it! Fabulous food, great service in...More","That's awesome Schoeffel! We're glad you found us and really excited to hear that you enjoyed everything. Thanks for coming and for taking the time to recommend us. We hope to see you again soon!

Thanks,
Nathan",4.5
Awesome - will definitely go again,Loved it. Absolutely loved it. Their bacon and cheese wrapped dates were out of this world and I don't think I've really ever eaten dates. The mac n cheese with bacon was great. Burger was phenomenal (I got the CEO) and I could barely eat...More,"Thanks Patrick,

Sounds like you had an awesome experience, that's great. Glad you enjoyed everything. I think those Dates in a Blanket are just about perfect, happy to hear you liked them too. Thanks for recommending us!

Nathan",4.5
Best burger I've eaten!,"We ordered the calamari appetizer to share at the table.  This was the best preparation of calamari I've had, with capers, sweet and spicy sauce.  Two of us ordered burgers and one ordered mussels.  We all proclaimed it as the best we'd had!  Amazing choice...More","Hey Domna,

That's awesome. Glad you liked everything. I agree about the calamari, best I've had too. Thanks for coming and for taking the time to recommend us. Hope we see you again soon!

Thanks,
Nathan",4.5
All burgers are not created equal😀,"My husband and I were in Louisville to visit the Louisville Slugger Museum and were looking for a place to eat after a fun visit to the museum. We stumbled upon this amazing place... wow, did it go above and beyond our expectations.  This truly...More","Thats awesome Faith. Happy to hear to came in and enjoyed everything so much. Thanks for making some recommendations, and we hope we'll get the chance to see you again.

Thanks,
Nathan",5
"Wonderful food with fast, efficient service","The calamari appetizer was the best calamari I've ever tasted - it had the perfect balance of sweet and spicy without being hot. I had the Local Burger which was a burger with gouda cheese, lettuce, tomato and onion. Sounded plain but when it came...More","Hi Tabithia,

That's awesome. Sounds like you enjoyed everything, and that's great. The Sweet and Spicy Calamari is a staff favorite so happy to hear you liked it also. The Local Burger - simple and delicious, I always describe it the same way you did....More",4.5
Excellent food,"We had the appetizer ""dates in a blanket"" and they were phenomenal! I don't even like dates, but these are one of my new fave appetizers. The burgers are great as well, definitely worth the price ($13-$15). 
The downtown location is a fun atmosphere as...More","Hey Josh,

Thank you for coming and making a review and recommendation. The Date in a Blanket are delicious and very popular, glad you tried them and like them.
See you next time,
Nathan",3.5
You will never eat another burger!,The atmosphere is great! The food is amazing. We had burgers truffle fries (with a truffle dip) and sweet potato fries (pineapple dip and a maple dip) and I'm not sure how we will ever enjoy any of it again. Sure wish we had this...More,"Hey Ang555,

Thank you for coming and visiting! We're glad you enjoyed everything, and appreciate you taking the time to make a review and some recommendations! We hope we'll see you again soon.

Thanks,
Nathan",4.5
Enter At Your Own Risk,"You may never find another burger worth eating. Done right is an understatement. The burgers are Webster good, as in look 'em up in the big book and figure it out. This place got it.
I had the Local burger where everything was from around...More","Hey Nabenom,

That's awesome, thank you so much. We're glad you came and enjoyed everything. The Local Burger is one of our most popular choices so it's great to know you liked it so much. Thanks for taking the time to make a review and...More",4
Yummy late night meal,We all had hamburgers made exactly to our specifications. They were delicious. Sweet potato fries were delicious. Loved our waiter. Very helpful guiding us newbies through the menu.,"Hey!

Glad you came in and enjoyed everything. Thanks for coming and taking the time to recommend us! Hope we'll get the opportunity to serve you another great experience!

Thanks,
Nathan",4
Don't Forget the Cinnabomb!,"I had a burger and my wife had the mussels.  Both of us thought everything was great.  Service was very good.  At the end I went for the cinnabomb, a bacon infused cinnamon roll with vanilla ice cream on top.  One of the best deserts...More","Hey jjp644,

Thanks a lot for coming and taking the time to share your recommendations. We're happy you liked everything while visiting and want your next visit to be just as awesome!

Thanks,

Nathan",5
Awesome Burgers!,We visited this spot after seeing it on Food Network.  The burger options here are amazing - unique combinations with huge portions.  I enjoyed the caesar salad (average - nothing special) so save room for the main attraction - the burgers!  I had the local...More,"Hey Jacinda,

Thanks for coming! I'm glad you found us and had a chance to come in and try the food!
The Local Burger is super popular so I'm happy to hear you liked it!

Thanks again,

Nathan",4.5
"If you love mussels, or you love burgers, or better yet - BOTH - go here!","We just stumbled on this place while seeking a place for lunch.  Mussels & Burgers!  Really??  What an odd combo, even for us, who LOVE both!!  Well, me, mussels and the husband, both!  Slight hesitation, but only because its like seeing a sign advertising Chinese...More","Hey Lynn!

It's Nathan, good to hear from you. I'm glad you liked everything during your visit. Thanks for taking the time to make some recommendations for future guests!

Nathan",4.5
Great place to Celebrate,"Came here with the family to celebrate a few family birthday's.  Friendly and knowledgable staff.  The food was awesome.  I ordered the Mexican Burger.  Wow! YUM! The mussels were great as well.  Simple place... Mussels and Burgers, they stick to what they know and do...More","Hey ""Dontjustdream"",

Thanks for coming! We're glad to hear that you chose us on your special occasion, and had such a great time. That's awesome! Thanks a lot for taking the time to make a review and some recommendations! 

Nathan",4.5
"Outstanding burger, excellent service, a little pricey",First time here.  Very limited parking in the area.  Interesting location in downtown in an old building that has been either renovated or very well maintained.  (I was told the building is a corporate office of Brown Forman)  Were immediately seated in a booth and...More,NA,5
Mussels,"Good location. Clean. Lots of local people. Good service. Fair pricing. Had a ""Local Burger"" that was a one inch thick burger, cooked to perfection, on a pretzel roll, garlic mayonnaise, spinach & provolone cheese. Came with sauteed & baked finger potatoes. Beer. Spouse had...More",NA,4.5
"Nice atmosphere, great burgers!","I stopped here with a few coworkers for dinner.  It was awesome, great selection of burgers.  I would definitely recommend this place fir drinks and dinner.",NA,3.5
Mmmm. Mmmm. Mmmm. ,"I loved it. 
Had a starter, followed by an awesome Blue Cheese and Fig Jam Burger. DELICIOUS. 
Washed it down with a couple of Guinness ...
Ambiance was good, waiter (with a man-bun) was knowledgable and friendly.
If I lived in Louisville, I would eat...More",NA,4.5
Vacation ,I was looking forward to going to this restaurant and was a little disappointed.  The burgers were good but not 17.00 good. More like 12.00 for the size.,"Hi Sara, Thank you for taking the time to leave us a review. Please DM us on how you feel we could improve. We strive to provide the best possible food and service.",4
Was not impressed,"I visited this restaurant with friends and was very unimpressed by food and service. After waiting an hour for a table for four, we waited another hour and a half for food. Although the waiter was very pleasant and helpful, we were informed that there...More","Hello Clarice, Thank you for taking the time to leave us a review though we are very disappointed to hear of your visit. We'd like to first thank you for your patience and second, apologize for your wait. From the sounds of your review, that...More",4
Great Meal!,"Great meal and great service.  Had the Cubano burger, which was delicious and a fun twist.  Menu has a lot of great choices.  Service was very attentive.  Good wine by the glass choices.",Glad to hear that you are a fan of MBB! We look forward to you dining with us again soon:),5
Great lunch.  Dates in blanket are wonderful. Had the local burger that included local farm items.  All very good.,Very good food and service.  Local burger is really good.  Dates in a blanket is an excellent appetizer.,"Awesome, we are so glad to hear that you enjoyed your visit.  We can't wait for you to dine with us again soon!",4.5
Oh my word!!!!,Appetizer of mussels in a chorizo sauce... Totally unbelievable!!!! Cheeseburger was fabulous!!! Great place to eat.,That is what we love to hear! Thank you for your review and we can't wait for you to dine with us again soon:),4.5
"Great Innovative Menu, But Beer Choice is Terrible","Here is a ""pub"" with a great atmosphere and great ambiance but does not have draft beer! I can't understand that. Plus, they only have two local bottled beers on their menu. Why? In this land of bourbon, are the owners asked to push the...More",Thank you for your review! I will be sure to share the points you've made with management as we are always looking for ways to improve. We truly appreciate your feedback and are glad to hear that you enjoyed our food! We hope you will...More,4.5
Even my husband agreed,"These are the best buyers we've ever had and my husband already wants to plan another (4 hour) drive back to try something else on the menu. Also, we decided that the seafood sliders were the only reason a person who hated slaw would change...More",NA,5
"Great burgers, good mussels","Get the appetizer-sized mussel options, and go for the locally raised beef burgers. Fries are to die for. Be suspicious of fancy bar offerings. Beers and simple cocktails are fine; the sangria was not sangria.",NA,4.5
Amazing flavors!,"Everything that I tried was full of flavor! Highly recommend the pork belly and shrimp appetizer if you like a""kick"" of heat surrounded by burst of flavors.I had the Cubano burger and my husband had the turkey duck melt. Delish!!",NA,3.5
Breakfast Burger is the only way to go!,This is the best burger place in Louisville.  The sweet potato fries and their unique sauce is terrific.   It has great atmosphere and friendly staff.  We had a large party last time we were there.   They went out of their way to make it work...More,NA,4.5
Good mussels,"The food was good and they have a large selection of drinks including nice cocktails with Bourbon.
I took the mussels meunieres and my friends all took a burger and they were happy with them.",NA,4
Mussels burgers and overpriced,"Went while in Louisville for Forecastle fest. Monday night, came in semi busy left and the place was packed. Ordered apps. Had calamari and dates in a blanket. Both delicious. Most of my party had burgers. The burgers where good in taste. Small patty on...More",NA,4
Best Burger EVER,We stopped in for a burger while in the downtown area.  The deco is amazing with a huge old time bar.  The staff was amazing and very knowledgable.  The food was spot on.  Decent selection of beer.  This was without a doubt the best burger...More,NA,5
Beautiful Downtown Restaurant with Lots of Options,Our first visit to M&BB was a hit!  We were seated promptly.  I was a little disappointed that the patio was not available.  We came mid afternoon so that may have been the reason.  Our server was friendly.  We both ordered burgers.  I would like...More,NA,4.5
Great dinner,"Our waitress, Stacey was amazing, friendly, funny, helpful and went out of her way for us. Burger was fantastic. Took our 12& 13 year old boys and they loved it too.",NA,4.5
A must if you are in Lousville,I thought this was just going to be a casual lunch... But I was wrong. This was my favorite stop during my trip- the burgers were a strong balance between aesthetic and flavor.  But what really makes this place amazing is their mussels. The broth...More,NA,4.5
Diverse burger menu!,We had the Bouillabaise mussels & Mediterranean burger. Both were excellent. Restaurant is a good stop after visiting any of the riverside museums. The waiter was excellent & a great source of bourbon knowledge.,NA,5
MUSSEL YOUR WAY TO THIS EATERY,"The wife and our 2 adult children ate here for a Saturday lunch over Independence Day weekend. It was on our way to our destination and had received good reviews.

The building has the feel of an old time saloon with a high ceiling and...More",NA,4.5
So disappointed...,We took some friends from out of town there for dinner tonight because we've always been so pleased with the food. But tonight my mussels had a lot of grit in them and tasted off! I didn't say anything because we hadn't seen our friends...More,"Michael,

            I'm very sorry to hear about your sub par visit with us.  Mostly, I'm sorry I didn't get a chance to speak with you before you left.  We get this complaint about the mussels from time to time, and I can't guarantee each guest...More",3.5
Great food and location,Really good location and great concept.  I did not think this combination would work but it did.  Mussels tasted great and my burger was nearly perfect.  Service was a little slow during the lunch hour rush but worth it.,NA,4.5
Great discovery in downtown!,"We stumbled across this place randomly, but we're glad we did. We stopped in for lunch. We had several of the house special drinks (bourbon & orange juice and lemonade & vodka) they were awesome and quite refreshing on a hot day.  We each had...More",NA,4
"Worlds class Chef (apparently) with Grandma's secrets. Yes, just go.","What a pleasant surprise for this foodie!  After a last-minute weekend trip to Louisville and tired from the day, we decided to try the restaurant across from our hotel.  The blended 4 cheese Mac and Cheese was wonderful; especially with the twist of bacon and...More",NA,4
Great food and drink,Had the occasion to take some out of town guests to Mussel & Burger Bar for dinner. The staff was very knowledgeable and professional and the food choices were excellent. I've never seen mussels as large as these. Absolutely spectacular! The burgers too were fabulous....More,NA,5
Best burger I've ever had!,"Honestly, I came here based on Tripadvisor reviews. I was a little overwhelmed at the ""fanciness"" of the burger menu. I couldn't decide, so I ordered the C.E.O. burger. It was simply incredible! It was huge, and the truffle fries were out of this world....More",NA,4.5
Great Burgers in Great Location,"We didn't have any mussels, but two of us had burgers (Chorizo and CEO) and one had the ginormous short rib grilled cheese.  We were all really happy with the fod and loved the accompanying beers recommended to us at the bar before being seated....More",NA,4.5
"Good drinks, good food!!",Not a mussels fan but our group was eating here so I tried them.  I had the blue cheese mussels and with the bread it was a feast!!  My hubby got a burger that was done just right.  Refills and service were great/  table of...More,NA,4.5
Great lunch!!,Love this place !!  Great atmosphere and awesome nachos. Would definitely eat here again.  Our waitress was super friendly.,NA,5
Attentive Staff - Great Burgers!,I ordered the lemonade and the Local Burger with truffle fries. The burger was cooked exactly how I requested and the lemonade was very refreshing. I never had to ask for a refill as the staff came around and filled my drink when it was...More,NA,4.5
"Odd Name, Amazing Food!","Don't let the odd name combo throw you! 
This was a great surprise to find wandering around downtown. We both tried a burger & a bowl of mussels - perfect. Burger cooked to order & however you like it, with a side of fries (we...More",NA,3.5
Best Burger,"My first stop sight seeing as I needed food. I had this breakfast burger that was amazing, it must be a southern thing......Dominique the bartender made me great fruity drinks and was cool to chat with. Should have went back for another meal!!!!!!",NA,4.5
